LANG_CODE,పుస్తకం పేరు,బుక్ నేమ్,రచయిత,పబ్లిషర్,PLACE_OF_PUB,PAGINATION,ITEM_RUPEES,YEAR_OF_PUB,BINDING,ISBN,References
TEL,బాల రామాయణము,BALA RAMAYANAMU,VENKATA శేష SHESHACHARYULU CHAALIMACHARLA,JAYALAKSHMI PUBLICATIONS,HYDERABAD,294,55,,,,https://manjulindia.com/telugu.html
TEL,రామాయణ సంగ్రహము,RAMAYANA SANGRAHAMU,NARASIMHACHARYULU T,JAYALAKSHMI PUBLICATIONS,HYDERABAD,294,79,,,,https://manjulindia.com/telugu.html
TEL,శ్రీ మద్రామాయణము బాలకాండము,SRI MADRAMAYANAMU BALAKANDAMU,చలం CHALAMACHARLA VENKATASESHAచలం CHALAM,JAYALAKSHMI PUBLICATIONS,HYDERABAD,294,142,,,,https://manjulindia.com/telugu.html
TEL,పూర్వ పక్ష సిద్దాంత సంయోజనామ్,PURVA PAKSHA SIDDANTA SAMYOJANAM,KRISHNAMACHARYA SIRASINAHAL,JAYALAKSHMI PUBLICATIONS,HYDERA BAD,181,193,,,,https://manjulindia.com/telugu.html
TEL,శ్రీమద్రామాయణం యుద్దకాండము మూలము,SRI MADRAMAYANAM YUDDAKANDAMU MULAMU,VENKATA SESHACHARYULU చలం CHALAMARLA,JAYALAKSHMI PUBLICATIONS,HYDERA BAD,294,574,,,,https://manjulindia.com/telugu.html
TEL,శ్రీ మద్రామాయణము అయోధ్యా కాండము,SRI MADRAMAYANAMU AYODHYA KANDAMU,VENKATAశేష SHESHACHARYULU చలం CHALAMACHARLA,JAYALAKSHMI PUBLICATIONS,HYDERABAD,294,579,,,,https://manjulindia.com/telugu.html
TEL,సుందర కాండము,SUNDARAKANDAMU,ఎం.వి.ఆర్.కృష్ణశర్మ KRISHNASARMA M V R,JAYALAKSHMI PUSTAKA PRACHURANAALAYAM,GUNTUR,294,227,,,,https://manjulindia.com/telugu.html
TEL,పందుల పెంపకం,PANDULA PEMPAKAM,JOSHYULA,JAYALAXMI PUBLICATIONS,MACHILIPATNAM,636,36,1923,,,https://manjulindia.com/telugu.html
TEL,రాజావిజయం,RAJAVIJAYAM,DEVADASU DONDAPATI,JAYALAXMI PUBLICATIONS,MACHILIPATNAM,894,47,1938,,,https://manjulindia.com/telugu.html
TEL,హిమ శ్వేద,HIMA SWEDA,SYAMBABAU,JAYALAXMI PUBLICATIONS,VIJAYAWADA,894,234,,,,https://manjulindia.com/telugu.html
TEL,శ్రీ మద్రామాయణము సుందర కాండము,SRI MADRAMAYANAMU SUNDARAKANDAMU,VENKATASESHACHARYULU చలం CHALAMACHARLA,JAYALAXMI PUBLICATIONS,HYDERABAD,294,799,,,,https://manjulindia.com/telugu.html
TEL,గొర్రెల పెంపకం,GORRELA PEMPAKAM,JOSHYULA,JAYALAXMI PUBLISHERS,MACHILIPATNAM,636,38,1924,,,https://manjulindia.com/telugu.html
TEL,రాజవిజయం,RAJA VIJAYAM,DEVADASU DONDAPATI,JAYALAXMI PUBLISHERS,MACHILIPATNAM,894,47,1938,,,https://manjulindia.com/telugu.html
TEL,ఆధునీకాంధ్ర గేయకవిత్వం,ADHUNIKANDHRA GEYA KAVITVAM,CHENNAKESAVA REDDY G,JAYAMITHRA PUBLICATIONS,HYDERA BAD,894,613,,,,https://manjulindia.com/telugu.html
TEL,స్వాతంత్ర్య సమరంలో సుభాష్ చంద్ర బొసే,SWATANTRA SAMARAMLO SUBASH CHANDRA BOSE,RAO SV,JAYANATHI PUBLICATIONS,VIJAYAWADA,923,96,,,,https://manjulindia.com/telugu.html
TEL,జన్మభూమి ఇతర నాటకము,JANMABHUMI ITARA NATAKAMU,ముద్దా విశ్వనాథం VISWANADHAM MUDDHA,JAYANIKETAN,మద్రాస్,894,72,1987,,,https://manjulindia.com/telugu.html
TEL,అలగ్జాండరు అమరగాధలు,ALEXANDER AMARAGAADHALU,ఎస్.ఎం.శాస్త్రి SASTRI S M,JAYANIKETAN PUBLISHER,మద్రాస్,894,80,2000,,,https://manjulindia.com/telugu.html
TEL,ఆంధ్రరామణీమణులు (రెండవ భాగము ),ANDHRA RAMANEEYAMANULU (RENDAVA BHAGAMU),ఆంధ్ర శేషగిరిరావు SESHAGIRIRAO ANDRA,JAYANIకేతన KETANAM,మద్రాస్,920,92,,,,https://manjulindia.com/telugu.html
TEL,మహోత్న మానవుడు రాహుల్ సంస్కృతీయన్,MAHOTNA MAANAVUDU RAHUL SANSKRUTHEEYAN,SEKARANA OBULREDDY BANDLAPALLE,JAYANTH PUBLICATIONS,VIJAYAWADA-2,894,292,,,,https://manjulindia.com/telugu.html
TEL,నిరంతర సత్యాన్వేషి కృష్ణమూర్తి తత్వదర్శన కరదీపిక,NIRANTARASATYANWASHI కృష్ణమూర్తి KRISHNAMURTHI TATWADARSHANA KARADEEPIKA,SRIVIRINCHI,JAYANTHI,VIJAYAWADA,181,100,,,,https://manjulindia.com/telugu.html
TEL,చంద్రకళ,CHANDRAKALA,PADMANABHARAJU VALLURI,JAYANTHI JAGGAMOHESATYA,COCANADA,894,96,,,,https://manjulindia.com/telugu.html
TEL,కలవరమాయే మదిలో .......,KALAVARAMAAYE MADHILO ........,SARADA ASHOKVARDHAN,JAYANTHI PABLICATIONS,HYDERABAD,894,115,,,,https://manjulindia.com/telugu.html
TEL,గోనగన్న రెడ్డి,GONAGANNA REDDY,BAPIRAJU ADAVI,JAYANTHI PABLICATIONS,VIJAYAWADA,894,420,,,,https://manjulindia.com/telugu.html
TEL,ఆరూపరత్నం,AROOPARATNAM,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANATH TAGOR,JAYANTHI PABLICATIONS,VIJA`YAWADA,891,1101.75,,,,https://manjulindia.com/telugu.html
TEL,బాపురెడ్డి పద్యకావ్యాలు,BAPUREDDY PADYA KAVYALU,BAPUREDDY J,JAYANTHI PRACHURANALU,HYDERA BAD,894,110,,,,https://manjulindia.com/telugu.html
TEL,తృదశి,TRIDASI,VENKATARAMAYYA జనమంచి JANAMANCHI,JAYANTHI PRACHURANALU,RAJAMUNDRY,894,110,,,,https://manjulindia.com/telugu.html
TEL,ప్రజా రాజ్యం (స్త్రీ పాత్ర లేనిది ),PRAJA RAJYAM (STRI PATRA LENIDI),SAMUAL P B,JAYANTHI PUBLICATION,VIJAYAWADA,894,32,1919,,,https://manjulindia.com/telugu.html
TEL,నాగానందం,NAAGAANANDAM,ఎం.వి.ఆర్.కృష్ణ శర్మ KRISHNA SARMA MVR,JAYANTHI PUBLICATION,VIJAYA VADA,894,39,1926,,,https://manjulindia.com/telugu.html
TEL,బలిదానము,BALIDANAMU,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANATH TAGOR,JAYANTHI PUBLICATION,VIJA`YAWADA,891,52,1949,,,https://manjulindia.com/telugu.html
TEL,మంచిఉపన్యాసకుడంటే ఎవరు,MANCHI UPANYASAKUDANTE EVARU,BRAHMAREDDY V,JAYANTHI PUBLICATION,VIJAYA WADA,894,74,1989,,,https://manjulindia.com/telugu.html
TEL,ఇదే నా జీవితం నాటకం,IDE NA JEEVITAM NATAKAM,MEDIDHI VEERAYYA,JAYANTHI PUBLICATION,VIJAYAWADA,894,92,,,,https://manjulindia.com/telugu.html
TEL,వర విక్రయం నాటకం,VARA VIKRAYAM NATAKAM,కాళ్ళకూరి నారాయణరావు NARAYANARAO KALLAKURI,JAYANTHI PUBLICATION,VIJAYA WADA,894,102,,,,https://manjulindia.com/telugu.html
TEL,కంట కనకం నాటకం,KANTA KANAKAM NATAKAM,KODALI GOPALA RAO,JAYANTHI PUBLICATION,VIJAYAWADA,894,104,,,,https://manjulindia.com/telugu.html
TEL,చారులత,CHARU LATA,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANATH TAGOR,JAYANTHI PUBLICATION,VIJAYAWADA,891,108,,,,https://manjulindia.com/telugu.html
TEL,మధుసేవ,MADHU SEVA,కాళ్ళకూరి నారాయణరావు NARAYANARAO KALLAKURI,JAYANTHI PUBLICATION,VIJAYAWADA,894,112,,,,https://manjulindia.com/telugu.html
TEL,నరబలి,NARABALI,C V,JAYANTHI PUBLICATION,VIJAYA WADA,894,122,,,,https://manjulindia.com/telugu.html
TEL,జల్ జలా,JAL JALAA,TAGORE R,JAYANTHI PUBLICATION,VIJAYAWADA,891,148,,,,https://manjulindia.com/telugu.html
TEL,రగజలధి,RAGAJALADHI,LATHA,JAYANTHI PUBLICATION,VIJAYAWADA,894,158,,,,https://manjulindia.com/telugu.html
TEL,పిచ్చివాళ్ల స్వర్గం,PICHHIVALLA SWARGAM,LATHA,JAYANTHI PUBLICATION,VIJAYAWADA,894,168,,,,https://manjulindia.com/telugu.html
TEL,పంచ బూతాలు,PANCHA BUTHAALU,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANATH TAGOR,JAYANTHI PUBLICATION,VIJAYAWADA,894,178,,,,https://manjulindia.com/telugu.html
TEL,సంధ్యాసమయంలో,SANDHYA SAMAYAMLO,BHARATI DEVI N,JAYANTHI PUBLICATION,VIJAYAWADA,894,184,,,,https://manjulindia.com/telugu.html
TEL,మాతంగిని,MATHANGINI,బకింబాబు BAKIMBABU,JAYANTHI PUBLICATION,VIJAYAWADA,894,184,,,,https://manjulindia.com/telugu.html
TEL,జాజిమల్లి,JAJI MALLI,BAPIRAJU ADAVI,JAYANTHI PUBLICATION,VIJAYA WADA,894,192,,,,https://manjulindia.com/telugu.html
TEL,అతడు,ATHADU,RAVINDRANAD TAGORE,JAYANTHI PUBLICATION,VIJAYA WADA,891,192,,,,https://manjulindia.com/telugu.html
TEL,కవిద్వెయమ్,KAVIDEVYAMU,నోరి నరసింహశాస్త్రి NARASIMHASASTRI NORI,JAYANTHI PUBLICATION,VIJAYA WADA,928,199,,,,https://manjulindia.com/telugu.html
TEL,నాయకే నాగమ్మ,NAYAKE NAGAMMA,లల్లాదేవి LALLADEVI,JAYANTHI PUBLICATION,VIJAYAWADA,894,200,,,,https://manjulindia.com/telugu.html
TEL,ఆరోగ్యము సమస్యలు పరిరక్షణ,AROGYAMU SAMASYALU PARIRAKSHANA,SARASWATHI Y,JAYANTHI PUBLICATION,VIJAYA WADA,613,208,,,,https://manjulindia.com/telugu.html
TEL,రుద్రమ్మ భుజశక్తి,RUDRAMMA BHUJASAKTHI,లల్లాదేవి LALLADEVI,JAYANTHI PUBLICATION,VIJAYAWADA,894,215,,,,https://manjulindia.com/telugu.html
TEL,చీకటి చెట్టున వెన్నెల పూలు,CHIKATI CHETTUNA VENNELA POOLU,JAYASHYAMALA MOCHARA,JAYANTHI PUBLICATION,VIJAYAWADA 002,894,228,,,,https://manjulindia.com/telugu.html
TEL,కృష్ణ రాయకీర్తి,KRISHNA RAYAKEERTHI,లల్లాదేవి LALLADEVI,JAYANTHI PUBLICATION,VIJAYAWADA,894,239,,,,https://manjulindia.com/telugu.html
TEL,రాగవల్లరి,RAGAVALLARI,VIJAYALAKSHIMI KAVILIPATI,JAYANTHI PUBLICATION,VIJAYAWADA,894,240,,,,https://manjulindia.com/telugu.html
TEL,వాగ్ధానం,VAGDHANAM,VIJAYALAKSHIMI KAVILIPATI,JAYANTHI PUBLICATION,VIJAYAWADA,894,251,,,,https://manjulindia.com/telugu.html
TEL,సత్యకామ జాబిలి,SATYA KAMA JABILI,C V,JAYANTHI PUBLICATION,VIJAYA WADA,324,264,,,,https://manjulindia.com/telugu.html
TEL,మాలపల్లి,MALAPALLI,ఉన్నవ లక్ష్మినారాయణ LAKSHMINARAYANA UNNAVA,JAYANTHI PUBLICATION,VIJAYA WADA,894,355,,,,https://manjulindia.com/telugu.html
TEL,నేను నాదేశం,NENU NADESAM,CHENCHAYYA DARISI,JAYANTHI PUBLICATION,VIJAYAWADA,894,384,,,,https://manjulindia.com/telugu.html
TEL,చీకటి గదులు,CHIKATI GADULU,గోపీచంద్ GOPICHAND,JAYANTHI PUBLICATION,VIJAYA WADA,894,512,,,,https://manjulindia.com/telugu.html
TEL,మెదడు మనసు,MEDADU MANASU,BRAHMAREDDY V,JAYANTHI PUBLICATION,VIJAYA WADA,153,163,,,,https://manjulindia.com/telugu.html
TEL,వచన మహా భారతము అరణ్య పరవము,VACHANA MAHA BHARATAM ARANYA PARAVAMU,GOPALA KRISHNA RENTALA,JAYANTHI PUBLICATION,VIJAYA WADA,294,222,,,,https://manjulindia.com/telugu.html
TEL,బగవత్గీత వచనం,BAGAVATGEETA VACHANAM,RENTAALA GOPALAKRISHNA,JAYANTHI PUBLICATION,VIJAYAWADA,294,263,,,,https://manjulindia.com/telugu.html
TEL,వచన మహాభారతం ఆది సభ పాంచాలు,VACHANA MAHABHARATAM AADHI SABHA PANCHAALU,GOPALAKRISHNA RENTURU,JAYANTHI PUBLICATION,VIJAYAWADA,294,341,,,,https://manjulindia.com/telugu.html
TEL,ఆనంద భవనం,ANANDA BHAVANAM,జొన్నలగడ్డ లలితాదేవి LALITHADEVI JONNALAGADDA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,7,1881,,,https://manjulindia.com/telugu.html
TEL,నధితీరము,NADHITEERAMU,RAVINDRANADH TAKUR,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,32,1919,,,https://manjulindia.com/telugu.html
TEL,అల్లూరి సీతారామరాజు,ALLURI SITARAMARAJU,MALLIK,JAYANTHI PUBLICATIONS,VIJAYAWADA,923,40,1928,,,https://manjulindia.com/telugu.html
TEL,విశ్వవిజ్ఞానభారతం,VISWAVIGNANABHARATHAM,RAMESHBABU GUMMANURU DR,JAYANTHI PUBLICATIONS,VIJAYAWADA,500,40,1932,,,https://manjulindia.com/telugu.html
TEL,కృష్ణరాయలు,KRISHNARAYALU,JAYASRI MALIK,JAYANTHI PUBLICATIONS,VIJAYAWADA,954,44,1934,,,https://manjulindia.com/telugu.html
TEL,సుభాష్ చంద్రబోస్,SUBHASH CHANDRA BOSE,JAYA SRI MALLIK,JAYANTHI PUBLICATIONS,VIJAYAWADA,923,44,1934,,,https://manjulindia.com/telugu.html
TEL,శుభదృష్టి,SUBHADRUSTI,RAVINDRANADH TAKUR,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,48,1944,,,https://manjulindia.com/telugu.html
TEL,రాజురాణి,RAJU RANI,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANATH TAGOR,JAYANTHI PUBLICATIONS,VIJA`YAWADA,891,51,1947,,,https://manjulindia.com/telugu.html
TEL,మాలిని,MALINI VIJAYAMU,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANATH TAGOR,JAYANTHI PUBLICATIONS,VIJA`YAWADA,891,58,1957,,,https://manjulindia.com/telugu.html
TEL,పోస్ట్ ఆఫీసు,POST OFFICE,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANATH TAGOR,JAYANTHI PUBLICATIONS,VIJA`YAWADA,891,58,1957,,,https://manjulindia.com/telugu.html
TEL,సన్యాసి మరియు చిత్ర,SANYASI MARIYU CHITRA,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANATH TAGOR,JAYANTHI PUBLICATIONS,VIJA`YAWADA,891,68,1981,,,https://manjulindia.com/telugu.html
TEL,బంగారి మామ పాటలు,BANGARI MAMA PATALU,VENKATARATNAM KANAKALLA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,82,2006,,,https://manjulindia.com/telugu.html
TEL,బడ దీదీ,BADA DEEDI,SARAT,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,87,2021,,MANIMN2290,https://manjulindia.com/telugu.html
TEL,మాస్టర్ జి,MASTERJI,బెల్లంకొండ రామదాసు RAMADASU BELLAMKONDA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,87,2021,,MANIMN2551,https://manjulindia.com/telugu.html
TEL,స్వప్నకుడు ఆదర్శవాధి ప్లేటోజీవితం తాత్త్వికత,SWAPNAKUDU ADARSHAVADHI PLETO JEEVITHAM TARTVIKATHA,SRIVIRINCHI,JAYANTHI PUBLICATIONS,VIJAYAWADA,921,88,2021,,MANIMN2572,https://manjulindia.com/telugu.html
TEL,స్వాప్నికుడుఆధర్శవాది ప్లేట్లో,SWAPNIKUDU AADHARSAVADI PLATLO,SRIVIRINCHI,JAYANTHI PUBLICATIONS,VIJAYAWADA,921,88,2021,,MANIMN2570,https://manjulindia.com/telugu.html
TEL,మహనీయుల జీవితాల్లో మధుర ఘట్టాలు,MAHANEEYULA JEEVITALLO MADHURA GHATTALU,KUTUMBARAO TURLAPATI,JAYANTHI PUBLICATIONS,VIJAYAWADA,920,88,2021,,MANIMN1891,https://manjulindia.com/telugu.html
TEL,సంస్కృతంధ్ర ప్రాచీన కవులు,SAMSKRUTHANDRA PRACHINAKAVULU,SUBBARAO MUVVALA,JAYANTHI PUBLICATIONS,VIJAYAWADA,928,91,,,,https://manjulindia.com/telugu.html
TEL,నందిని,NANDINI,రవీంద్రనాథ్ ఠాగూర్ RAVINDRANATH TAGOR,JAYANTHI PUBLICATIONS,VIJA`YAWADA,894,94,,,,https://manjulindia.com/telugu.html
TEL,విజ్ఞాన ఖని అరిస్టాటల్ జీవితం - తాత్త్వికత,VIGNANA KHANI ARISTOTLE JEEVITAM - TATTWIKATA,SRIVIRINCHI,JAYANTHI PUBLICATIONS,VIJAYAWADA,921,96,,,,https://manjulindia.com/telugu.html
TEL,విజ్ఞానఖని అరిస్టాటిల్,VIGNANAKHANI ARISTATIL,SRIVIRINCHI,JAYANTHI PUBLICATIONS,VIJAYAWADA,921,96,,,,https://manjulindia.com/telugu.html
TEL,ధలిత జాతుల వైతాళిరాజు అంబేద్కర్,DHALITA JATULA VAITALIRAJU AMBEDKAR,శ్రీరామమూర్తి SRIRAMAMURTHI MANDAVA,JAYANTHI PUBLICATIONS,VIJAYAWADA,923,102,,,,https://manjulindia.com/telugu.html
TEL,మహతాత్వికుడు జిడ్డు కృష్ణమూర్తి అవగాహన,MAHATATWIKUDU JIDDU కృష్ణమూర్తి KRISHNAMURTHI AVAGAHANA,SRIRAGHUPATIRAO J,JAYANTHI PUBLICATIONS,VIJAYAWADA,921,102,,,,https://manjulindia.com/telugu.html
TEL,గాంధీ జీవితం జాతీయోద్యమం,GANDHI JEEVITAM JATEEYODYAMAM,EKALAVYA,JAYANTHI PUBLICATIONS,VIJAYAWADA,923,103,,,,https://manjulindia.com/telugu.html
TEL,మనుచరిత్ర,MANUCHARITRA,GOPALAKRISHNA RENTAALA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,103,,,,https://manjulindia.com/telugu.html
TEL,ఇంటింటా విజ్ఞాన సర్వస్వం 1,INTINTA VIGNANA SARWASWAM 1,శ్రీపాద గోపాలకృష్ణమూర్తి GOPALAకృష్ణమూర్తి KRISHNAMURTHI SRIPADA,JAYANTHI PUBLICATIONS,VIJAYAWADA,,104,,,,https://manjulindia.com/telugu.html
TEL,గాంధీజీ - జాతీయోద్యమం,GANDHIJI - JATIYODHYAMAM,EKALAVYA,JAYANTHI PUBLICATIONS,VIJAYAWADA,923,104,,,,https://manjulindia.com/telugu.html
TEL,విప్లవసేనని చంద్రశేఖర ఆజాద్,VIPLAVASENANI CHANDRASEKHARA AJAD,NAGAM MR,JAYANTHI PUBLICATIONS,VIJAYAWADA,923,104,,,,https://manjulindia.com/telugu.html
TEL,సర్దార్ పృధ్వీసింగ్,SARDAR PRUDHVISINGH,చంద్రం CHANDRAM,JAYANTHI PUBLICATIONS,VIJAYAWADA,923,104,,,,https://manjulindia.com/telugu.html
TEL,దళిత జాతుల పై తాళికుజ అంబేధ్కర్,DALITA JATHULA PAI TALIKUJA AMBEDHKAR,శ్రీరామమూర్తి SRIRAMAMURTHI MANDAVA,JAYANTHI PUBLICATIONS,VIJAYAWADA,923,104,,,,https://manjulindia.com/telugu.html
TEL,బుద్ధుడు జీవితం అవగాహన,BHUDDHUDU JEEVITAM AVAGAHANA,RAMCHANDRA TIRUMALA,JAYANTHI PUBLICATIONS,VIJAYAWADA,922,104,,,,https://manjulindia.com/telugu.html
TEL,సోక్రటీస్ జీవితం - తాత్త్వికత,SOKRATEES JEEVITHAM - TATTWIKATA,SRIVIRINCHI,JAYANTHI PUBLICATIONS,VIJAYAWADA,921,104,,,,https://manjulindia.com/telugu.html
TEL,నయ విధాన్,NAYA VIDHAN,SARAT,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,104,,,,https://manjulindia.com/telugu.html
TEL,పరిణిత,PARINITHA,SARAT,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,104,,,,https://manjulindia.com/telugu.html
TEL,అక్క చెల్లెలు,AKKA CHELLELU,TAGORE,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,104,,,,https://manjulindia.com/telugu.html
TEL,ఇంటింటా విజ్ఞాన సర్వస్వం 2 వ భాగం,INTINTA VIGNANA SARWASWAM 2 BHAGAM,శ్రీపాద గోపాలకృష్ణమూర్తి GOPALAకృష్ణమూర్తి KRISHNAMURTHI SRIPADA,JAYANTHI PUBLICATIONS,VIJAYAWADA,504,104,,,,https://manjulindia.com/telugu.html
TEL,మహాత్మా గాంధీ ఆటోబయోగ్రఫీ,MAHATHMA GANDHI AUTOBIOGRAPHY,KRISHNA S V,JAYANTHI PUBLICATIONS,HYDERABAD,894,106,,,,https://manjulindia.com/telugu.html
TEL,చంద్రనాధ్,CHANDRANADH,SARAT,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,112,,,,https://manjulindia.com/telugu.html
TEL,తెలుగు నాటక కవులు,TELUGU NATAKA KAVULU,SRINIVASA CHAKRAVARHI,JAYANTHI PUBLICATIONS,VIJAYAWADA,928,115,,,,https://manjulindia.com/telugu.html
TEL,ఆముక్తమాల్యధ,AMUKTHA MALYADHA,GOPALAKRISHNA RENTAALA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,116,,,,https://manjulindia.com/telugu.html
TEL,కళా పూర్ణోదయం,KALA PURNODAYAM,GOPALAKRISHNA RENTAALA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,122,,,,https://manjulindia.com/telugu.html
TEL,కిరాతార్జునీయం,KIRATARJUNIYAM,GOPALAKRISHNA RENTAALA,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,123,,,,https://manjulindia.com/telugu.html
TEL,ముఘిలి దీదీ,MUGHILI DEEDI,SARAT,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,124,,,,https://manjulindia.com/telugu.html
TEL,ఉత్తర హరివంశం,UTTARA HARIVAMSAM,GOPALAKRISHNA RENTALA,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,128,,,,https://manjulindia.com/telugu.html
TEL,సంఘర్షణ,SANGHARSHANA,కవిలపాటి విజయలక్ష్మి కె.విజయలక్ష్మి VIJAYALAXMI KAVILAPATI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,128,,,,https://manjulindia.com/telugu.html
TEL,కుమార సంభవం,KUMARA SAMBHAVAM,GOPALAKRISHNA RENTAALA,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,136,,,,https://manjulindia.com/telugu.html
TEL,శృంగార శాకుంతలం,SRUNGARA SAKUNTHALAM,పోలవరపు శ్రీహరిరావు SRIHARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,138,,,,https://manjulindia.com/telugu.html
TEL,శృంగార నైషధం,SRUNGARA NAISHADHAM,SRI HARI RAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,140,,,,https://manjulindia.com/telugu.html
TEL,ప్రేమ రాహిత్యంలో స్త్రీ,PREMA RAHITYAMLO STREE,HEMALATHA TENNETI,JAYANTHI PUBLICATIONS,VIJAYAWADA 2`,8943,143,,,,https://manjulindia.com/telugu.html
TEL,చిట్టగాంగ్ విప్లవ వీరులు,CHITTAGANG VIPLAVA VEERULU,కల్పనదత్తు KALPANADATTU,JAYANTHI PUBLICATIONS,VIJAYAWADA 002,923,144,,,,https://manjulindia.com/telugu.html
TEL,కీలుబొమ్మలు,KEELU BOMMALU,LAKSHMI CK,JAYANTHI PUBLICATIONS,VIJAYAWADA 002,894,144,,,,https://manjulindia.com/telugu.html
TEL,శేష కవిత,SESHA KAVITHA,TAGORE,JAYANTHI PUBLICATIONS,VIJAYA WADA,891,144,,,,https://manjulindia.com/telugu.html
TEL,తెరలవెనుక,TERALA VENUKA,కవిలపాటి విజయలక్ష్మి కె.విజయలక్ష్మి VIJAYALAXMI KAVILAPATI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,148,,,,https://manjulindia.com/telugu.html
TEL,తెర వెనుక,TERA VENUKA,కావిలిపాటి విజయలక్ష్మి KAVILIPATI VIJAYALAKSHMI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,148,,,,https://manjulindia.com/telugu.html
TEL,మహా యాత్ర,MAHA YATRA,LATHA SAHITYAM,JAYANTHI PUBLICATIONS,VIJAYAWADA 002,894,152,,,,https://manjulindia.com/telugu.html
TEL,షహీద్ భగత్ సింగ్,SHAHEED BHAGAT SING,పోలవరపు శ్రీహరిరావు POLAVARAPU SRIHARIRAO,JAYANTHI PUBLICATIONS,VIJAYAWADA,923,155,,,,https://manjulindia.com/telugu.html
TEL,కృష్ణా తరంగిణి (విభిన్న వాస్యమాలిక ),KRISHNA TARANGINI (VIBHINNA VASYAMALIKA),SAKUNTALA VEDHULA,JAYANTHI PUBLICATIONS,HYDERABAD 60,808,158,,,,https://manjulindia.com/telugu.html
TEL,కామ్రేడ్ స్టాలిన్ జీవిత సంగ్రహం,KAMRED STALIN JIVITA SANGRAHAM,SRI HARIRAO POLAVARAPU,JAYANTHI PUBLICATIONS,VIJAYAWADA,923,160,,,,https://manjulindia.com/telugu.html
TEL,వీరాజ్ బహు,VEERAJ BAHU,SARAT,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,160,,,,https://manjulindia.com/telugu.html
TEL,విజయ విలాసం,VIJAYA VILASAM,SUBRAHMANYASARMA GUNTI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,160,,,,https://manjulindia.com/telugu.html
TEL,మలయమారుతం,MALAYAMARUTHAM,ఎం.ఝాన్సీరాణి JHANSIRANI N,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,160,,,,https://manjulindia.com/telugu.html
TEL,రక్త పంకం,RAKTA PANKAM,HEMALATHA,JAYANTHI PUBLICATIONS,VIJAYAWADA 002,894,160,,,,https://manjulindia.com/telugu.html
TEL,తృప్తి,THRUPTI,కవిలపాటి విజయలక్ష్మి కె.విజయలక్ష్మి VIJAYALAXMI KAVILAPATI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,166,,,,https://manjulindia.com/telugu.html
TEL,అమృత ధారలు,AMRUTHA DHARALU,ఎం.ఝాన్సీరాణి JHANSIRANI N,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,168,,,,https://manjulindia.com/telugu.html
TEL,పిచ్చివాళ్ళ స్వర్గం,PICCHIVALLA SWARGAM,LATHA SAHITYAM,JAYANTHI PUBLICATIONS,VIJAYAWADA 002,894,168,,,,https://manjulindia.com/telugu.html
TEL,పాండురంగ మహాత్మ్యం,PANDURANGA MAHATMYAM,SUBRAMANYASARMA GUNTI,JAYANTHI PUBLICATIONS,VIJAYAWADA,894,172,,,,https://manjulindia.com/telugu.html
TEL,వెన్నెల నవ్వింది,VENNELA NAVVINDI,VENKATARAMANA GANTI,JAYANTHI PUBLICATIONS,VIJAYAWADA 2,894,172,,,,https://manjulindia.com/telugu.html
TEL,మృణాళిని,MRUNALINI,BANKIMCHANDRA CHATARJEE,JAYANTHI PUBLICATIONS,VIJAYAWADA,891,172,,,,https://manjulindia.com/telugu.html
